Gene,M_P60_LPS 2,M_P60_LPS 7,M_P60_Sal 5,M_P60_LPS 1,M_P60_LPS 3,M_P60_LPS 4,M_P60_LPS 5,M_P60_LPS 6,M_P60_Sal 1,M_P60_Sal 2,M_P60_Sal 3,M_P60_Sal 4
Olfr1257,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1270,0,0,0,0,0,0,0,0,0,0,0,0
Olfr457,0,0,0,0,0,0,0,0,0,0,0,0
Olfr447,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1496,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1494,0,0,0,0,0,0,0,0,0,0,0,0
Olfr206,0,0,0,0,0,0,0,0,0,0,0,0
Olfr204,0,0,0,0,0,0,0,0,0,0,0,0
Olfr176,0,0,0,0,0,0,0,0,0,0,0,0
Olfr201,0,0,0,0,0,0,0,0,0,0,0,0
Olfr202,0,0,0,0,0,0,0,0,0,0,0,0
Olfr177,0,0,0,0,0,0,0,0,0,0,0,0
Olfr178,0,0,1,0,0,0,0,0,0,0,0,0
Olfr195,0,0,0,0,0,0,0,0,0,0,0,0
Olfr181,0,0,0,0,0,0,0,0,0,0,0,0
Olfr173,0,0,0,0,0,0,0,0,0,0,0,0
Olfr172,0,0,0,0,0,0,0,0,0,0,0,0
Olfr175-ps1,0,0,0,0,0,0,0,0,0,0,1,0
Olfr399,0,0,0,0,0,0,0,0,0,0,0,0
Olfr395,0,0,0,0,0,0,0,0,0,0,0,0
Olfr392,0,0,0,0,0,0,0,0,0,0,0,0
Olfr394,0,0,0,0,0,0,0,0,0,0,0,0
Olfr393,0,0,0,0,0,0,0,0,0,0,0,0
Olfr389,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1052,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1044,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1047,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1038-ps,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1048,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1019,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1049,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1045,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1056,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1054,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1055,0,0,0,0,0,0,0,0,0,0,0,0
Olfr381,0,0,0,0,0,0,0,0,0,0,0,0
Olfr385,0,0,0,0,0,0,0,0,0,0,0,0
Olfr378,0,0,0,0,0,0,0,0,0,0,0,0
Olfr380,0,0,0,0,0,0,0,0,0,0,0,0
Olfr532,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1124,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1120,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1134,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1122,0,0,0,0,0,0,0,0,0,0,0,0
Olfr705,0,0,0,0,0,0,0,0,0,0,0,0
Olfr714,0,0,0,0,0,0,0,0,0,0,0,0
Olfr713,0,0,0,0,0,0,0,0,0,0,0,0
Olfr711,0,0,0,0,0,0,0,0,0,0,0,0
Olfr283,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1413,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1416,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1414,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1351,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1353,0,0,0,0,0,0,0,0,0,0,0,0
Olfr669,0,0,0,0,0,0,0,0,0,0,0,0
Olfr679,0,0,0,0,0,0,0,0,0,0,0,0
Olfr683,0,0,0,0,0,0,0,0,0,0,0,0
Olfr600,0,0,0,0,0,0,0,0,0,0,0,0
Olfr618,0,0,0,0,0,0,0,0,0,0,0,0
Olfr652,0,0,0,0,0,0,0,0,0,0,0,0
Olfr658,0,0,0,0,0,0,0,0,0,0,0,0
Olfr659,0,0,0,0,0,0,0,0,0,0,0,0
Olfr362,0,0,0,0,0,0,0,0,0,0,0,0
Olfr589,0,0,0,0,0,0,0,0,0,0,0,0
Olfr582,0,0,0,0,0,0,0,0,0,0,0,0
Olfr584,0,0,0,0,0,0,0,0,0,0,0,0
Olfr649,0,0,0,0,0,0,0,0,0,0,0,0
Olfr646,0,0,0,0,0,0,0,0,0,0,0,0
Olfr668,0,0,0,0,0,0,0,0,0,0,0,0
Olfr667,0,0,0,0,0,0,0,0,0,0,0,0
Olfr691,0,0,0,0,0,0,0,0,0,0,0,0
Olfr520,0,1,2,0,0,0,0,0,0,0,0,0
Olfr449,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1390,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1389,0,0,0,0,0,0,0,0,0,0,0,0
Olfr829,0,0,0,0,0,0,0,0,0,0,0,0
Olfr166,0,0,0,0,0,0,0,0,0,0,0,0
Olfr686,0,0,0,0,0,0,0,0,0,0,0,0
Olfr603,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1352,0,0,0,0,0,0,0,0,0,0,0,0
Olfr641,0,0,0,0,0,0,0,0,0,0,0,0
Olfr653,0,0,0,0,0,0,0,0,0,0,0,0
Olfr656,0,0,0,0,0,0,0,0,0,0,0,0
Olfr619,0,0,0,0,0,0,0,0,0,0,0,0
Olfr643,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1062,0,0,0,0,0,0,0,0,0,0,0,0
Olfr547,0,0,0,0,0,0,0,0,0,0,0,0
Olfr615,0,0,0,0,0,0,0,0,0,0,0,0
Olfr610,0,0,0,0,0,0,0,0,0,0,0,0
Olfr609,0,0,0,0,0,0,0,0,0,0,0,0
Olfr622,0,0,0,0,0,0,0,0,0,0,0,0
Olfr639,0,0,0,0,0,0,0,0,0,0,0,0
Olfr571,0,0,0,0,0,0,0,0,0,0,0,0
Olfr585,0,0,0,0,0,0,0,0,0,0,0,0
Olfr569,0,0,0,0,0,0,0,0,0,0,0,0
Olfr572,0,0,0,0,0,0,0,0,0,0,0,0
Olfr568,0,0,0,0,0,0,0,0,0,0,0,0
Olfr561,0,0,0,0,0,0,0,0,0,0,0,0
Olfr558,2,2,21,3,3,5,4,5,24,8,16,12
Olfr606,0,0,0,0,0,0,0,0,0,0,0,0
Olfr676,0,0,0,0,0,0,0,0,0,0,0,0
Olfr666,0,0,0,0,0,0,0,0,0,0,0,0
Olfr628,0,0,0,0,0,0,0,0,0,0,0,0
Olfr630,0,0,0,0,0,0,0,0,0,0,0,0
Olfr616,0,0,0,0,0,0,0,0,0,0,0,0
Olfr613,0,0,0,0,0,0,0,0,0,0,0,0
Olfr549,0,0,0,0,0,0,0,0,0,0,0,0
Olfr552,0,0,0,0,0,0,0,0,0,0,0,0
Olfr555,0,0,0,0,0,0,0,0,0,0,0,0
Olfr550,0,0,0,0,0,0,0,0,0,0,0,0
Olfr978,0,0,0,0,0,0,0,0,0,0,0,0
Olfr980,0,0,0,0,0,0,0,0,0,0,0,0
Olfr974,0,0,0,0,0,0,0,0,0,0,0,0
Olfr979,0,0,0,0,0,0,0,0,0,0,0,0
Olfr577,0,0,0,0,0,0,0,0,0,0,0,0
Olfr570,5,6,9,6,1,13,8,4,30,7,31,21
Olfr586,0,0,0,0,0,0,0,0,0,0,0,0
Olfr559,0,0,0,0,0,0,0,0,0,0,0,0
Olfr560,0,0,1,0,0,0,0,0,0,0,0,0
Olfr575,0,0,0,0,0,0,0,0,0,0,0,0
Olfr578,0,0,0,0,0,0,0,0,0,0,0,0
Olfr635,0,0,0,0,0,0,0,0,0,0,0,0
Olfr632,0,0,0,0,0,0,0,0,0,0,0,0
Olfr638,0,0,0,0,0,0,0,0,0,0,0,0
Olfr644,0,0,0,0,0,0,0,0,0,0,0,0
Olfr623,0,0,0,0,0,0,0,0,0,0,0,0
Vps39,89,134,274,95,58,59,53,126,223,406,202,265
Tagap1,18,20,21,9,9,12,7,19,29,28,19,34
Homer1,21,30,60,17,27,30,30,24,55,53,77,60
Nrbp1,93,149,299,97,70,95,89,208,260,400,174,264
Abca6,2,4,2,0,0,0,3,3,5,3,1,0
Abca5,12,23,102,45,35,27,29,28,199,72,149,112
Abca9,980,1305,2304,809,897,505,544,1281,2161,3085,1079,1407
Glis1,0,0,0,0,0,0,0,0,0,0,0,0
Rdh19,0,0,0,0,0,0,0,0,0,0,0,0
Vwa1,7,6,82,8,3,10,13,11,81,122,77,121
Commd3,37,48,105,43,32,27,32,40,115,130,93,126
Sftpb,0,0,0,0,0,0,0,0,0,0,0,0
Myo3a,0,0,0,0,0,0,0,0,0,0,0,0
Slu7,62,77,184,86,64,55,59,129,172,246,142,133
Zfp263,45,62,111,47,72,83,76,54,113,113,65,81
Zfand3,36,124,161,60,56,126,114,78,191,343,156,200
Plekha4,0,5,4,1,1,1,4,3,0,11,2,2
Gtf3c5,15,27,44,14,8,12,16,27,63,74,63,51
Slc9a8,67,105,112,46,28,70,70,74,66,205,76,69
Rbm5,267,333,548,293,232,206,178,308,512,717,306,444
Pom121,58,120,144,74,52,87,108,119,144,340,103,171
Slco4a1,40,67,77,45,31,38,35,62,37,160,47,56
Gm16517,0,6,5,2,0,0,5,4,4,25,7,11
Foxn4,0,0,0,0,0,0,0,0,0,0,0,0
Slc1a3,248,356,300,286,221,155,164,297,304,461,148,182
Ly6g5b,0,0,2,0,0,1,0,0,1,0,0,0
Prss44,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb6c,0,0,1,1,0,0,0,0,0,0,0,0
Usp9y,0,0,0,0,0,0,0,0,0,0,0,0
Chrnb4,0,0,5,0,0,0,3,1,5,1,16,10
Rps6ka3,94,119,187,84,108,121,101,108,173,193,107,111
Slc8a2,0,1,2,1,0,0,0,1,1,6,5,6
Ly6g5c,0,0,0,0,0,0,0,0,0,0,0,0
Dicer1,66,134,243,102,105,90,76,130,239,303,187,180
Tdpoz1,0,0,0,0,0,0,0,0,0,0,0,0
Gipc3,0,0,2,0,0,1,0,0,0,0,0,3
E2f4,37,69,83,26,22,31,49,51,70,142,54,80
Asb16,0,0,0,0,0,0,0,0,0,0,0,0
Osbpl10,0,1,6,1,0,2,0,0,2,3,3,3
Stx3,7,4,36,13,10,22,20,12,29,14,33,30
Nr2e1,0,0,4,1,3,2,1,2,5,1,14,8
Tor2a,20,25,55,19,6,9,21,26,34,111,39,69
Arhgef6,151,301,531,154,153,78,94,270,458,677,251,374
Defb12,0,0,0,0,0,0,0,0,0,0,0,0
Hpse,0,0,1,0,2,3,1,0,1,0,0,3
Plk2,98,116,174,105,130,174,142,149,356,222,188,194
Ccdc137,20,18,56,21,18,17,14,23,53,51,48,65
Csnk1g3,35,44,94,40,49,47,33,26,85,95,66,86
Cdc5l,50,64,138,38,50,49,33,48,128,144,91,128
Ugt2b1,0,0,0,0,0,0,0,0,0,0,0,0
Otud6b,23,36,107,41,33,43,27,39,161,92,142,152
Plcd3,1,14,12,2,4,1,1,6,11,16,17,15
Zfp566,2,5,15,8,9,6,0,4,6,10,13,10
Ttc27,14,23,36,16,6,9,13,16,37,62,28,35
Osbp2,0,1,7,0,0,0,1,1,5,8,1,4
Las1l,30,40,88,31,20,24,29,47,92,98,99,94
Unc5cl,6,1,1,0,2,2,5,1,4,2,2,0
Rbm17,27,39,69,36,38,57,34,48,88,127,62,76
Usp45,35,56,143,41,54,52,38,74,123,157,80,138
Igj,2,0,10,0,0,0,8,0,0,6,0,0
Kdm5b,47,60,151,36,22,19,30,76,148,171,116,112
Dner,0,3,17,4,0,4,3,3,34,7,24,32
Egfl8,3,3,22,4,2,7,7,7,20,44,25,22
Kcnq3,0,0,0,0,0,0,0,0,0,0,0,0
Mmp21,0,0,0,0,0,0,0,0,0,1,0,0
Gzmn,0,0,0,0,0,0,0,0,0,0,0,0
Sf3b4,8,14,27,13,7,10,11,13,24,54,23,26
Slc18a1,0,0,7,2,1,3,1,5,11,4,20,4
Sec63,149,185,392,155,175,170,105,165,531,400,389,360
Sirt7,20,69,122,41,18,30,33,74,82,214,94,106
Nomo1,31,66,208,52,39,37,60,69,180,224,218,200
Mapre2,94,192,237,104,61,61,63,161,256,301,190,211
Spns2,63,73,107,47,45,62,63,67,95,186,67,92
Zfp472,15,23,38,20,16,17,10,14,42,31,19,40
Ndufs2,62,100,254,90,68,68,88,137,294,279,280,298
Ddx27,20,43,53,27,17,27,33,41,49,122,41,53
Mrgpra3,0,0,0,0,0,0,0,0,0,0,0,0
Ehd2,3,10,111,18,12,22,22,15,74,136,79,130
Leap2,0,0,1,0,1,1,0,1,0,1,0,0
Gprc6a,0,0,0,0,0,0,0,0,0,0,0,0
Hus1b,0,1,0,0,0,0,0,0,0,0,0,0
Lrrc25,11,50,70,18,29,41,47,54,41,198,49,65
Catsper2,4,4,6,1,0,2,1,1,5,7,4,7
Crygn,0,0,0,0,0,0,0,0,0,1,0,0
Il1f10,0,0,0,0,0,0,0,0,0,0,0,0
Ehbp1,15,41,81,39,18,32,45,31,137,70,122,81
Nmur2,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a11,0,2,6,2,1,2,1,0,10,3,7,4
Dnajc27,14,25,42,13,15,22,10,24,43,48,33,47
Thtpa,4,13,52,10,8,6,14,23,36,53,32,46
Wac,155,179,349,149,168,132,119,171,373,390,217,261
Gjd4,0,0,0,0,0,0,0,0,0,0,0,0
Hrh4,0,0,0,0,0,0,0,1,1,0,0,0
Ctdsp1,40,71,188,46,32,52,71,86,157,297,140,205
Fcrl1,48,81,92,43,20,23,21,70,70,131,63,88
St7l,31,31,100,40,45,28,24,52,136,107,93,100
Nupl2,15,24,46,8,11,12,11,26,14,55,16,28
AF366264,0,0,0,0,0,0,0,0,0,0,0,0
Klrb1f,0,0,1,0,1,1,4,0,0,0,0,0
Mrgpra1,0,0,0,0,0,0,0,0,0,0,0,0
Trim60,0,0,0,0,0,0,0,0,0,0,0,0
Cd109,0,3,0,0,3,0,0,0,5,3,1,1
Prss42,0,0,0,0,0,0,0,0,0,0,0,0
Rtp3,0,0,2,0,2,1,0,2,1,1,1,4
Mrgpra2b,0,1,0,5,7,11,5,7,0,0,0,0
Zfp352,0,0,0,0,0,0,0,0,0,0,0,0
Kif1c,41,82,345,87,57,79,93,99,379,412,573,442
Phospho1,6,20,65,16,12,14,19,22,28,102,37,38
Cldn19,0,0,0,0,0,0,0,0,0,0,0,0
Padi6,1,0,0,0,0,0,0,0,0,0,0,0
Cpz,0,0,0,0,0,0,0,0,0,0,1,0
Defb8,0,0,0,0,0,0,0,0,0,0,0,0
Tgif2lx1,0,0,0,0,0,0,0,0,0,0,0,0
Fev,0,0,0,0,0,0,0,0,0,0,0,0
Cadm4,1,1,11,0,2,5,3,3,30,27,33,28
Otos,0,0,0,0,0,0,0,0,0,0,0,0
Spag11a,0,0,0,0,0,0,0,0,0,0,0,0
Gtpbp10,14,13,33,7,11,11,8,16,30,37,29,32
9530068E07Rik,122,174,441,142,101,143,151,169,452,439,504,438
Plekho2,217,465,369,127,193,265,317,328,544,917,282,271
Lysmd1,5,10,10,1,2,3,4,3,10,8,3,12
Oplah,9,22,65,10,9,11,15,18,58,93,65,93
Sec16a,174,306,478,190,198,181,174,216,420,617,304,333
Nat10,16,35,56,29,19,21,19,38,55,80,54,57
Mmrn2,14,20,124,32,23,9,15,27,113,162,96,145
Klhl12,16,13,31,14,13,19,7,18,41,21,36,39
Pacs1,46,111,184,40,31,37,66,82,126,346,117,142
Unc5a,0,2,2,1,1,1,1,2,0,9,1,4
Rdh9,0,0,0,0,0,0,0,1,0,0,0,1
Irgq,6,47,70,33,16,11,27,20,80,100,74,69
Unc5d,0,0,0,0,0,0,0,0,0,0,0,0
Nudt18,5,22,40,6,4,13,9,15,25,83,36,34
Traf3ip3,40,47,126,29,23,22,27,56,88,191,58,92
Wipf1,114,181,306,110,106,99,99,185,264,459,147,277
Slc36a1,148,217,335,151,102,69,84,211,222,516,153,241
Slc35e4,2,15,13,6,1,6,10,6,15,40,20,28
Kctd11,10,18,55,14,13,13,9,24,44,63,45,40
Ggnbp2,126,183,247,99,156,149,122,163,332,262,186,222
Abca8a,7,6,13,2,8,4,2,4,27,12,33,10
Acat3,42,40,67,31,54,75,34,29,85,67,74,77
2410015M20Rik,13,11,60,14,5,18,8,30,60,53,93,81
Svil,49,62,133,54,57,41,33,68,106,167,82,99
Tfap2d,0,0,0,0,0,0,0,0,0,0,0,0
C1ql3,2,4,8,3,0,2,0,2,4,2,6,7
Stoml3,0,0,0,1,0,0,0,0,1,2,0,0
Olfm3,0,0,0,0,0,0,0,0,0,0,0,0
Zc3h12a,92,270,107,64,93,149,248,214,144,475,53,81
Zcchc17,15,17,42,11,5,13,17,16,40,66,54,53
BC037034,111,186,377,152,61,56,112,167,215,871,213,324
Cadps2,6,2,6,7,2,0,2,1,3,9,10,7
Cpne5,0,0,0,0,0,0,0,0,0,0,0,0
Dcaf10,59,49,121,46,41,34,36,52,106,96,58,71
Lars2,127,80,114,159,46,67,69,73,196,294,122,126
Pnma3,0,0,0,0,0,2,0,0,0,1,0,1
Slc36a2,3,10,7,4,0,1,4,7,1,6,1,0
Rgs13,0,0,0,0,0,0,0,0,0,0,0,0
Prss45,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4h,0,0,0,0,0,0,1,0,0,2,0,0
Gimap6,54,112,156,48,58,84,69,95,227,213,108,133
Spg7,28,38,102,30,24,17,39,61,98,194,142,137
Eif2c4,29,35,105,18,22,15,18,36,99,119,50,73
Eif2c2,55,98,199,67,87,77,105,117,234,244,168,139
Hsd3b2,0,0,0,0,0,0,0,0,0,0,0,0
Zfp740,138,214,403,109,90,97,91,204,257,464,226,311
Fbxo7,24,47,77,36,18,25,23,46,76,91,57,86
Rbks,4,6,19,9,4,2,0,6,29,17,18,13
Hbp1,95,214,451,180,110,113,107,239,422,452,315,289
Csrnp1,167,534,301,231,170,334,559,403,287,954,197,290
Clrn1,0,0,0,0,0,0,0,0,0,0,0,0
Tubgcp4,38,35,65,20,30,38,29,23,92,95,41,63
Lrfn4,0,0,1,0,0,0,1,1,3,7,5,9
Atp10d,43,85,129,64,80,70,75,67,119,167,91,100
Pxt1,0,0,0,0,0,0,0,0,0,0,0,0
Wdr19,15,7,36,12,14,14,8,15,41,30,53,55
Col23a1,2,10,5,7,3,2,3,6,8,14,4,3
Gpr156,0,0,0,0,0,0,0,0,0,0,1,0
Mical3,6,19,39,17,9,11,13,26,39,71,43,29
Adam32,0,0,0,0,0,0,0,0,3,0,1,0
Zbtb24,9,21,63,18,20,11,11,23,64,77,42,50
Eif2c3,105,111,173,86,108,84,74,90,174,197,98,103
Eif2c1,152,235,472,141,121,80,100,192,337,590,281,301
Rbm45,22,17,40,7,12,23,10,14,34,54,37,54
Csrnp2,11,14,27,11,7,3,10,21,14,45,11,18
Neurl3,168,477,367,172,282,229,277,483,585,893,219,306
Csrnp3,0,1,1,0,0,1,1,0,0,3,1,0
Phldb2,17,27,101,35,38,43,43,24,127,49,131,113
Dock3,0,4,9,4,5,5,2,2,17,6,18,11
Ints9,14,20,52,11,14,14,24,19,41,59,51,46
Pomt2,19,36,72,18,18,10,26,28,60,114,61,82
Aaas,8,17,36,9,13,7,16,10,15,50,32,30
Trpm6,9,15,10,6,34,9,16,6,8,11,8,9
Grwd1,3,11,21,5,4,13,19,6,12,33,16,17
Acpl2,0,0,2,0,0,1,1,1,4,3,11,2
Pde5a,7,25,104,16,16,25,36,19,146,40,121,116
Wasf2,409,881,1050,469,284,246,345,740,683,1692,512,665
Nphp4,1,2,4,2,0,0,0,3,11,3,15,10
Rtn1,63,116,242,86,54,82,84,106,186,337,174,177
Dusp7,21,26,122,20,10,7,11,22,66,224,71,89
Pank2,71,93,167,84,65,75,45,85,161,216,140,176
Ankrd23,5,10,7,5,1,2,9,10,7,21,14,14
Rnf113a1,4,1,4,2,1,2,2,1,1,4,6,4
Rnf183,0,0,0,0,0,0,0,0,0,1,0,0
Nckap1l,1222,1861,2970,1138,1006,784,818,1708,2387,3954,1430,1928
Clec2e,0,0,0,0,1,3,0,0,2,0,0,0
Cpne2,7,16,85,23,19,44,40,25,112,69,154,123
Clstn3,0,9,14,5,2,7,4,2,28,12,37,26
AF529169,0,0,7,2,0,0,0,0,6,5,2,4
Pilra,20,25,51,26,55,61,30,38,38,64,31,32
Il1f9,6,15,4,16,28,79,30,16,2,2,0,0
Kcng3,0,0,0,0,0,0,0,1,0,0,0,0
BC028528,15,15,42,24,21,7,16,20,53,58,35,58
Rhobtb2,24,46,96,31,15,12,19,34,65,102,88,75
Ammecr1l,81,97,157,67,97,81,58,130,168,175,145,151
Bcl2l13,48,45,108,36,32,36,26,62,114,144,114,105
Ccdc65,2,3,7,4,1,1,4,0,11,5,22,8
Opalin,0,0,3,0,0,0,0,0,8,0,2,0
Lrrc41,27,46,122,25,22,46,42,49,84,175,78,102
Tcstv3,0,1,1,2,0,0,0,0,0,1,0,2
Mrgpra4,0,0,0,0,0,0,0,0,0,0,0,0
Tmem41b,25,27,49,21,28,26,15,22,78,73,56,57
Insig1,39,81,85,37,29,40,41,73,120,91,108,79
Dnajb13,14,22,20,15,15,9,13,23,30,26,16,22
Nrn1,13,4,37,16,5,26,21,13,83,14,91,60
Tenc1,2,17,100,18,14,17,13,18,75,120,94,114
Adcy2,0,1,1,0,0,0,0,0,1,0,1,3
Fam149a,13,9,45,20,12,12,15,11,46,71,73,54
Phldb1,15,35,53,17,23,47,115,36,69,122,45,50
Zcchc6,307,502,556,251,329,308,281,369,645,662,364,420
C85492,1,6,19,7,1,2,2,4,24,19,28,26
Zbtb8b,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc20,5,6,18,3,2,4,1,3,26,13,15,21
Aldh1l2,1,11,14,6,0,5,4,8,21,20,10,7
BC030867,1,0,1,0,0,1,0,1,0,3,0,3
Lrrc45,15,25,64,20,7,8,20,38,50,129,34,41
Mboat1,19,18,17,7,15,12,7,22,21,21,10,16
Gnl3,96,170,111,65,97,129,96,124,125,103,46,88
E430025E21Rik,39,72,138,54,44,33,32,79,133,158,109,107
Dirc2,110,214,134,105,77,82,100,172,119,186,84,129
Dennd1c,65,147,178,65,54,63,85,102,102,347,97,149
Thoc1,70,69,114,64,49,80,68,55,151,132,81,96
Npas4,0,3,1,0,0,0,0,0,0,2,0,0
Dcaf8,103,171,404,134,75,77,66,154,365,519,351,392
Pms1,8,31,28,7,16,3,5,13,36,36,24,23
BC029214,6,18,18,4,3,5,6,16,18,43,27,28
Lcn13,0,0,0,0,0,0,0,0,0,0,0,0
Qsox2,5,11,30,24,8,14,6,15,31,50,47,68
Fam102a,12,29,68,23,12,11,17,29,50,110,63,76
Nudt6,4,4,17,4,4,3,7,8,11,13,7,20
Rrnad1,32,72,123,37,25,27,44,72,101,165,84,127
Fam40a,52,84,125,43,22,49,62,57,133,198,89,151
Gbp5,474,778,100,670,978,949,928,462,123,107,42,72
Pcsk9,0,0,1,1,0,0,0,0,0,4,0,0
Yrdc,27,44,53,27,31,37,25,39,53,70,36,39
Lrrc66,2,0,0,2,1,0,0,0,0,1,0,0
Gak,109,142,350,111,110,79,86,198,289,531,262,288
Noc4l,18,35,19,17,13,18,25,26,20,34,15,20
Hscb,6,7,15,3,2,2,6,9,10,19,8,10
Katnal1,27,34,54,21,8,10,6,35,70,82,35,45
Fkbp14,23,13,55,18,8,14,10,9,62,40,49,62
Fam13a,16,22,64,16,17,13,16,19,66,57,80,65
Cxcl17,0,1,0,2,0,0,0,0,0,0,0,0
AI428936,0,0,3,3,0,2,0,1,0,3,1,0
Nipa1,10,17,39,22,11,16,7,29,72,51,74,65
Ino80e,15,27,56,13,8,16,16,34,46,102,35,48
Gpm6a,92,100,652,248,124,210,163,182,1029,235,1121,937
Cmtm4,74,104,324,78,45,57,46,105,282,287,284,282
Atg4d,18,48,69,20,19,56,60,28,57,125,37,71
Cnot10,52,76,140,46,51,47,46,57,134,168,114,140
Rps6ka5,16,37,91,36,22,17,16,27,64,87,48,68
Ano2,0,0,1,0,0,0,1,0,0,0,1,0
Klre1,2,0,4,0,2,0,3,0,1,5,2,0
Nars2,6,16,30,12,9,17,6,14,23,27,21,27
Erlin2,90,116,369,137,80,112,98,160,445,350,496,430
Pcmtd2,67,72,273,87,55,70,72,105,298,304,285,274
Trpt1,3,7,22,8,3,9,5,15,15,41,13,24
Ugt2b34,0,0,0,0,0,0,0,0,0,0,0,0
Cdk8,11,30,43,16,29,34,14,38,45,75,34,55
Ttc26,3,0,20,6,1,4,6,3,18,14,30,33
Lgsn,0,0,0,0,0,0,0,0,0,0,0,0
Cpt1c,3,2,31,8,2,10,11,7,31,17,49,34
Snx17,132,278,392,153,104,126,152,261,357,642,269,332
Prkag3,0,0,1,0,0,0,0,0,2,0,0,0
Mill1,0,0,0,0,0,0,0,0,0,0,0,0
Mill2,0,1,17,0,2,1,3,0,9,4,12,13
Rnf26,2,5,22,7,2,9,11,14,29,41,22,17
Ipo9,123,204,368,117,129,116,114,204,352,392,303,288
Ctu2,16,31,58,16,6,14,31,23,34,119,42,75
Tmem121,0,1,1,0,0,0,0,0,1,0,1,0
Atoh8,0,1,7,2,0,0,1,0,8,5,16,8
2610044O15Rik,9,6,14,6,9,7,3,5,20,15,25,22
Pygb,46,92,260,80,52,77,54,112,254,313,341,302
Fam20a,0,0,15,1,0,0,2,0,5,12,4,6
Paox,4,7,5,1,2,0,1,3,6,20,9,6
Ccdc64b,1,4,1,0,2,1,2,0,0,2,1,1
Vgll2,0,0,0,0,0,0,0,0,0,0,0,0
Acap1,0,3,3,0,4,1,6,2,4,4,1,2
Mylip,301,542,873,242,253,284,267,497,809,1357,472,704
Scarf2,3,4,11,3,0,0,1,8,4,27,5,8
Flywch1,9,27,35,6,10,9,15,13,32,62,46,63
Rell2,6,3,6,2,2,3,4,5,10,23,10,7
4933403F05Rik,52,68,174,60,67,43,46,74,197,190,193,175
Fermt3,113,263,466,129,72,120,202,294,298,1102,242,328
Peo1,11,7,45,15,7,8,7,20,30,47,14,48
Polr2b,104,104,271,92,93,109,70,104,296,251,248,275
Edc3,36,46,96,38,24,29,35,34,89,121,53,75
Arhgap22,71,96,159,68,57,43,100,127,136,431,105,154
Tecrl,0,0,1,0,0,0,0,0,0,1,1,1
Zfp128,12,14,20,15,5,4,6,6,28,30,18,20
Glb1l2,5,1,40,14,5,2,6,9,51,10,69,40
Plekhg3,2,9,42,10,2,13,12,14,66,44,105,66
Pkn3,2,6,15,6,1,0,5,7,20,44,11,38
Dnttip2,111,142,178,97,91,106,84,128,199,228,133,136
Acsf2,0,10,30,7,6,3,9,11,12,38,25,25
Smc5,67,105,129,54,51,60,52,70,134,138,93,103
Arhgap15,10,9,23,11,10,7,10,10,14,12,13,16
Cpne1,69,100,181,87,56,75,54,89,158,214,121,154
Nupl1,75,73,164,64,106,78,48,94,181,232,106,165
Mettl11a,2,16,17,1,1,7,3,8,12,30,8,14
Disp2,0,1,0,0,0,0,0,0,1,0,0,0
Creg2,0,1,1,0,0,0,4,0,0,1,0,0
Igsf11,0,0,2,3,0,0,0,1,1,3,2,0
Rps15a,55,85,99,40,69,81,43,100,132,127,115,132
Mycbpap,4,15,56,14,6,24,14,13,68,23,80,56
Cpne9,0,0,2,1,1,1,0,0,3,0,0,0
Cpne7,0,1,0,1,0,0,0,0,2,0,3,0
Fam134a,49,87,212,45,22,55,70,95,176,282,185,195
Spata2,18,40,66,15,12,26,22,40,58,117,48,49
A630007B06Rik,30,42,74,19,28,24,32,37,120,101,55,68
Cd300a,63,91,213,61,57,71,62,135,161,331,124,150
Zfp628,9,17,27,9,5,9,15,15,24,70,23,30
U2af1l4,15,17,28,11,8,11,14,24,32,70,29,40
